"","names","ensb","hugo"
"18574","ENSG00000199508.1","ENSG00000199508","RNA5SP110"
"18575","ENSG00000199509.1","ENSG00000199509","RNA5SP477"
"18576","ENSG00000199512.1","ENSG00000199512","RNU6-212P"
"18577","ENSG00000199514.1","ENSG00000199514","RNU6-235P"
"18578","ENSG00000199515.1","ENSG00000199515","ENSG00000199515.1"
"18579","ENSG00000199516.1","ENSG00000199516","ENSG00000199516.1"
"18580","ENSG00000199520.1","ENSG00000199520","RNU6-386P"
"18581","ENSG00000199523.1","ENSG00000199523","RNA5SP226"
"18582","ENSG00000199525.1","ENSG00000199525","RNA5SP295"
"18583","ENSG00000199529.1","ENSG00000199529","RNU6-462P"
"18584","ENSG00000199530.1","ENSG00000199530","ENSG00000199530.1"
"18585","ENSG00000199535.1","ENSG00000199535","RNA5SP305"
"18586","ENSG00000199536.1","ENSG00000199536","RNU6-315P"
"18587","ENSG00000199540.1","ENSG00000199540","ENSG00000199540.1"
"18588","ENSG00000199545.1","ENSG00000199545","RNA5SP195"
"18589","ENSG00000199546.1","ENSG00000199546","ENSG00000199546.1"
"18590","ENSG00000199550.1","ENSG00000199550","ENSG00000199550.1"
"18591","ENSG00000199551.1","ENSG00000199551","RNU6-545P"
"18592","ENSG00000199552.1","ENSG00000199552","ENSG00000199552.1"
"18593","ENSG00000199556.1","ENSG00000199556","RNA5SP361"
"18594","ENSG00000199562.1","ENSG00000199562","RNU6-37P"
"18595","ENSG00000199564.1","ENSG00000199564","RNA5SP502"
"18596","ENSG00000199565.1","ENSG00000199565","ENSG00000199565.1"
"18597","ENSG00000199566.1","ENSG00000199566","ENSG00000199566.1"
"18598","ENSG00000199567.1","ENSG00000199567","ENSG00000199567.1"
"18599","ENSG00000199568.1","ENSG00000199568","RNU5A-1"
"18600","ENSG00000199570.1","ENSG00000199570","RNU6-228P"
"18601","ENSG00000199571.1","ENSG00000199571","ENSG00000199571.1"
"18602","ENSG00000199572.1","ENSG00000199572","RNA5SP174"
"18603","ENSG00000199574.1","ENSG00000199574","SNORD18C"
"18604","ENSG00000199575.1","ENSG00000199575","SNORD114-1"
"18605","ENSG00000199577.1","ENSG00000199577","RNU6-822P"
"18606","ENSG00000199580.1","ENSG00000199580","ENSG00000199580.1"
"18607","ENSG00000199584.1","ENSG00000199584","ENSG00000199584.1"
"18608","ENSG00000199585.1","ENSG00000199585","RNA5SP119"
"18609","ENSG00000199591.1","ENSG00000199591","ENSG00000199591.1"
"18610","ENSG00000199592.1","ENSG00000199592","RNA5SP321"
"18611","ENSG00000199593.1","ENSG00000199593","SNORD114-14"
"18612","ENSG00000199594.1","ENSG00000199594","RNU6-1301P"
"18613","ENSG00000199595.1","ENSG00000199595","ENSG00000199595.1"
"18614","ENSG00000199598.1","ENSG00000199598","RNU6-859P"
"18615","ENSG00000199601.1","ENSG00000199601","RNU6-562P"
"18616","ENSG00000199603.1","ENSG00000199603","RNU6-951P"
"18617","ENSG00000199605.1","ENSG00000199605","RNY4P24"
"18618","ENSG00000199609.1","ENSG00000199609","RNA5SP124"
"18619","ENSG00000199620.1","ENSG00000199620","RNA5SP258"
"18620","ENSG00000199622.1","ENSG00000199622","RN7SKP20"
"18621","ENSG00000199626.1","ENSG00000199626","RNU6-989P"
"18622","ENSG00000199627.1","ENSG00000199627","RNU6-1010P"
"18623","ENSG00000199629.1","ENSG00000199629","RNU1-14P"
"18624","ENSG00000199630.1","ENSG00000199630","ENSG00000199630.1"
"18625","ENSG00000199631.1","ENSG00000199631","SNORD33"
"18626","ENSG00000199633.1","ENSG00000199633","ENSG00000199633.1"
"18627","ENSG00000199634.1","ENSG00000199634","RNU4-79P"
"18628","ENSG00000199635.1","ENSG00000199635","ENSG00000199635.1"
"18629","ENSG00000199636.1","ENSG00000199636","ENSG00000199636.1"
"18630","ENSG00000199638.1","ENSG00000199638","RNA5SP319"
"18631","ENSG00000199640.1","ENSG00000199640","RN7SKP294"
"18632","ENSG00000199641.1","ENSG00000199641","ENSG00000199641.1"
"18633","ENSG00000199643.1","ENSG00000199643","RNU4-90P"
"18634","ENSG00000199645.1","ENSG00000199645","RNU6-1330P"
"18635","ENSG00000199646.1","ENSG00000199646","RNU6-1272P"
"18636","ENSG00000199652.2","ENSG00000199652","RNU1-35P"
"18637","ENSG00000199664.1","ENSG00000199664","RNU6-1266P"
"18638","ENSG00000199666.1","ENSG00000199666","SNORD3G"
"18639","ENSG00000199667.1","ENSG00000199667","ENSG00000199667.1"
"18640","ENSG00000199668.1","ENSG00000199668","ENSG00000199668.1"
"18641","ENSG00000199672.1","ENSG00000199672","RNU4-21P"
"18642","ENSG00000199673.1","ENSG00000199673","SNORD16"
"18643","ENSG00000199674.1","ENSG00000199674","RNU6-862P"
"18644","ENSG00000199676.1","ENSG00000199676","ENSG00000199676.1"
"18645","ENSG00000199677.1","ENSG00000199677","ENSG00000199677.1"
"18646","ENSG00000199678.1","ENSG00000199678","ENSG00000199678.1"
"18647","ENSG00000199683.1","ENSG00000199683","RN7SKP185"
"18648","ENSG00000199687.1","ENSG00000199687","RNU1-38P"
"18649","ENSG00000199691.1","ENSG00000199691","RN7SKP173"
"18650","ENSG00000199695.1","ENSG00000199695","RNU6-1128P"
"18651","ENSG00000199697.1","ENSG00000199697","RNU6-446P"
"18652","ENSG00000199698.1","ENSG00000199698","ENSG00000199698.1"
"18653","ENSG00000199700.1","ENSG00000199700","RNU6-223P"
"18654","ENSG00000199701.1","ENSG00000199701","ENSG00000199701.1"
"18655","ENSG00000199702.1","ENSG00000199702","RNU6-170P"
"18656","ENSG00000199704.1","ENSG00000199704","SNORD115-29"
"18657","ENSG00000199705.1","ENSG00000199705","ENSG00000199705.1"
"18658","ENSG00000199709.1","ENSG00000199709","RNU4-23P"
"18659","ENSG00000199710.1","ENSG00000199710","ENSG00000199710.1"
"18660","ENSG00000199711.1","ENSG00000199711","ENSG00000199711.1"
"18661","ENSG00000199712.1","ENSG00000199712","SNORD115-2"
"18662","ENSG00000199713.1","ENSG00000199713","U8"
"18663","ENSG00000199715.1","ENSG00000199715","ENSG00000199715.1"
"18664","ENSG00000199716.1","ENSG00000199716","ENSG00000199716.1"
"18665","ENSG00000199719.1","ENSG00000199719","RN7SKP74"
"18666","ENSG00000199727.1","ENSG00000199727","ENSG00000199727.1"
"18667","ENSG00000199728.1","ENSG00000199728","RNU6-655P"
"18668","ENSG00000199730.1","ENSG00000199730","RN7SKP95"
"18669","ENSG00000199731.1","ENSG00000199731","RNU6-1079P"
"18670","ENSG00000199732.1","ENSG00000199732","ENSG00000199732.1"
"18671","ENSG00000199733.1","ENSG00000199733","RNA5SP307"
"18672","ENSG00000199735.1","ENSG00000199735","RNU6-227P"
"18673","ENSG00000199739.1","ENSG00000199739","RNU6-552P"
"18674","ENSG00000199740.1","ENSG00000199740","ENSG00000199740.1"
"18675","ENSG00000199744.1","ENSG00000199744","SNORD36A"
"18676","ENSG00000199751.1","ENSG00000199751","ENSG00000199751.1"
"18677","ENSG00000199753.1","ENSG00000199753","SNORD104"
"18678","ENSG00000199755.1","ENSG00000199755","ENSG00000199755.1"
"18679","ENSG00000199756.1","ENSG00000199756","ENSG00000199756.1"
"18680","ENSG00000199762.1","ENSG00000199762","ENSG00000199762.1"
"18681","ENSG00000199764.1","ENSG00000199764","ENSG00000199764.1"
"18682","ENSG00000199765.1","ENSG00000199765","RNU6-363P"
"18683","ENSG00000199767.1","ENSG00000199767","RNU6-78P"
"18684","ENSG00000199769.1","ENSG00000199769","ENSG00000199769.1"
"18685","ENSG00000199771.1","ENSG00000199771","RNA5SP426"
"18686","ENSG00000199773.1","ENSG00000199773","RNU1-76P"
"18687","ENSG00000199780.1","ENSG00000199780","ENSG00000199780.1"
"18688","ENSG00000199781.1","ENSG00000199781","ENSG00000199781.1"
"18689","ENSG00000199782.1","ENSG00000199782","SNORD115-9"
"18690","ENSG00000199783.1","ENSG00000199783","ENSG00000199783.1"
"18691","ENSG00000199784.1","ENSG00000199784","RNU6-1287P"
"18692","ENSG00000199785.1","ENSG00000199785","SNORA52"
"18693","ENSG00000199786.1","ENSG00000199786","RNA5SP188"
"18694","ENSG00000199787.1","ENSG00000199787","SNORA80C"
"18695","ENSG00000199788.1","ENSG00000199788","RNY3P2"
"18696","ENSG00000199790.1","ENSG00000199790","RNU6-836P"
"18697","ENSG00000199791.1","ENSG00000199791","RNU6-451P"
"18698","ENSG00000199792.1","ENSG00000199792","RNU6-1233P"
"18699","ENSG00000199796.1","ENSG00000199796","RNU6-924P"
"18700","ENSG00000199797.1","ENSG00000199797","ENSG00000199797.1"
"18701","ENSG00000199798.1","ENSG00000199798","SNORD114-5"
"18702","ENSG00000199801.1","ENSG00000199801","ENSG00000199801.1"
"18703","ENSG00000199803.1","ENSG00000199803","RNU6-1159P"
"18704","ENSG00000199804.1","ENSG00000199804","RNA5SP383"
"18705","ENSG00000199805.1","ENSG00000199805","RNU1-134P"
"18706","ENSG00000199806.1","ENSG00000199806","RNA5SP491"
"18707","ENSG00000199809.1","ENSG00000199809","RNA5SP374"
"18708","ENSG00000199812.1","ENSG00000199812","RNU6-428P"
"18709","ENSG00000199814.1","ENSG00000199814","RNU6-1260P"
"18710","ENSG00000199815.1","ENSG00000199815","ENSG00000199815.1"
"18711","ENSG00000199824.1","ENSG00000199824","RNU6-199P"
"18712","ENSG00000199827.1","ENSG00000199827","RNU6-1290P"
"18713","ENSG00000199831.1","ENSG00000199831","RN7SKP291"
"18714","ENSG00000199832.1","ENSG00000199832","ENSG00000199832.1"
"18715","ENSG00000199833.1","ENSG00000199833","SNORD115-21"
"18716","ENSG00000199836.1","ENSG00000199836","RNU1-47P"
"18717","ENSG00000199837.1","ENSG00000199837","RNA5SP71"
"18718","ENSG00000199839.1","ENSG00000199839","RNA5SP150"
"18719","ENSG00000199840.1","ENSG00000199840","ENSG00000199840.1"
"18720","ENSG00000199843.1","ENSG00000199843","RNA5SP358"
"18721","ENSG00000199845.1","ENSG00000199845","RNA5SP375"
"18722","ENSG00000199846.1","ENSG00000199846","RNU1-72P"
"18723","ENSG00000199849.1","ENSG00000199849","RNU5F-6P"
"18724","ENSG00000199851.1","ENSG00000199851","ENSG00000199851.1"
"18725","ENSG00000199855.1","ENSG00000199855","RNU6-490P"
"18726","ENSG00000199856.1","ENSG00000199856","ENSG00000199856.1"
"18727","ENSG00000199857.1","ENSG00000199857","SNORD50"
"18728","ENSG00000199858.1","ENSG00000199858","RNU6-1120P"
"18729","ENSG00000199859.1","ENSG00000199859","RNU6-582P"
"18730","ENSG00000199862.1","ENSG00000199862","ENSG00000199862.1"
"18731","ENSG00000199865.1","ENSG00000199865","RNU6-495P"
"18732","ENSG00000199866.1","ENSG00000199866","ENSG00000199866.1"
"18733","ENSG00000199867.1","ENSG00000199867","ENSG00000199867.1"
"18734","ENSG00000199870.1","ENSG00000199870","ENSG00000199870.1"
"18735","ENSG00000199872.1","ENSG00000199872","RNU6-942P"
"18736","ENSG00000199874.1","ENSG00000199874","RNA5SP452"
"18737","ENSG00000199875.1","ENSG00000199875","ENSG00000199875.1"
"18738","ENSG00000199876.1","ENSG00000199876","ENSG00000199876.1"
"18739","ENSG00000199878.1","ENSG00000199878","RN7SKP149"
"18740","ENSG00000199879.1","ENSG00000199879","RNU1-120P"
"18741","ENSG00000199880.1","ENSG00000199880","RNU6-888P"
"18742","ENSG00000199881.1","ENSG00000199881","ENSG00000199881.1"
"18743","ENSG00000199883.1","ENSG00000199883","RN7SKP90"
"18744","ENSG00000199884.1","ENSG00000199884","ENSG00000199884.1"
"18745","ENSG00000199885.1","ENSG00000199885","RNU6-330P"
"18746","ENSG00000199886.1","ENSG00000199886","RNU6-249P"
"18747","ENSG00000199890.1","ENSG00000199890","ENSG00000199890.1"
"18748","ENSG00000199892.2","ENSG00000199892","RNU1-17P"
"18749","ENSG00000199894.1","ENSG00000199894","ENSG00000199894.1"
"18750","ENSG00000199895.1","ENSG00000199895","ENSG00000199895.1"
"18751","ENSG00000199899.1","ENSG00000199899","ENSG00000199899.1"
"18752","ENSG00000199900.1","ENSG00000199900","RNA5SP463"
"18753","ENSG00000199901.1","ENSG00000199901","ENSG00000199901.1"
"18754","ENSG00000199903.1","ENSG00000199903","RNU6-1273P"
"18755","ENSG00000199905.1","ENSG00000199905","RNU6-492P"
"18756","ENSG00000199906.1","ENSG00000199906","RNU5B-2P"
"18757","ENSG00000199910.1","ENSG00000199910","RNA5S10"
"18758","ENSG00000199911.1","ENSG00000199911","ENSG00000199911.1"
"18759","ENSG00000199912.1","ENSG00000199912","ENSG00000199912.1"
"18760","ENSG00000199913.1","ENSG00000199913","ENSG00000199913.1"
"18761","ENSG00000199914.1","ENSG00000199914","SNORD114-16"
"18762","ENSG00000199920.1","ENSG00000199920","RNU4-44P"
"18763","ENSG00000199921.1","ENSG00000199921","RNU6-161P"
"18764","ENSG00000199924.1","ENSG00000199924","RNU6-1252P"
"18765","ENSG00000199927.1","ENSG00000199927","ACEA_U3"
"18766","ENSG00000199929.1","ENSG00000199929","RNA5SP405"
"18767","ENSG00000199932.1","ENSG00000199932","RNU1-18P"
"18768","ENSG00000199933.1","ENSG00000199933","RNY1P16"
"18769","ENSG00000199934.1","ENSG00000199934","ENSG00000199934.1"
"18770","ENSG00000199936.1","ENSG00000199936","ENSG00000199936.1"
"18771","ENSG00000199938.1","ENSG00000199938","ENSG00000199938.1"
"18772","ENSG00000199940.1","ENSG00000199940","RN7SKP75"
"18773","ENSG00000199942.1","ENSG00000199942","SNORD114-19"
"18774","ENSG00000199944.1","ENSG00000199944","RNU6-653P"
"18775","ENSG00000199949.1","ENSG00000199949","ENSG00000199949.1"
"18776","ENSG00000199953.1","ENSG00000199953","RNA5SP443"
"18777","ENSG00000199959.1","ENSG00000199959","SNORA2"
"18778","ENSG00000199960.1","ENSG00000199960","SNORD115-14"
"18779","ENSG00000199961.1","ENSG00000199961","SNORD1B"
"18780","ENSG00000199962.1","ENSG00000199962","ENSG00000199962.1"
"18781","ENSG00000199963.1","ENSG00000199963","RNU6-605P"
"18782","ENSG00000199964.1","ENSG00000199964","ENSG00000199964.1"
"18783","ENSG00000199968.1","ENSG00000199968","SNORD115-19"
"18784","ENSG00000199970.1","ENSG00000199970","SNORD115-3"
"18785","ENSG00000199971.1","ENSG00000199971","RNU6-797P"
"18786","ENSG00000199975.1","ENSG00000199975","RN7SKP243"
"18787","ENSG00000199977.1","ENSG00000199977","ENSG00000199977.1"
"18788","ENSG00000199979.1","ENSG00000199979","ENSG00000199979.1"
"18789","ENSG00000199980.1","ENSG00000199980","ENSG00000199980.1"
"18790","ENSG00000199985.1","ENSG00000199985","RNA5SP264"
"18791","ENSG00000199986.1","ENSG00000199986","RNU6-486P"
"18792","ENSG00000199990.1","ENSG00000199990","VTRNA1-1"
"18793","ENSG00000199994.1","ENSG00000199994","RNA5SP145"
"18794","ENSG00000200003.1","ENSG00000200003","RNU6-986P"
"18795","ENSG00000200008.1","ENSG00000200008","ENSG00000200008.1"
"18796","ENSG00000200011.1","ENSG00000200011","ENSG00000200011.1"
"18797","ENSG00000200013.1","ENSG00000200013","RNU6-623P"
"18798","ENSG00000200021.1","ENSG00000200021","RNA5SP448"
"18799","ENSG00000200024.1","ENSG00000200024","ENSG00000200024.1"
"18800","ENSG00000200026.1","ENSG00000200026","ENSG00000200026.1"
"18801","ENSG00000200028.1","ENSG00000200028","RNA5SP98"
"18802","ENSG00000200029.1","ENSG00000200029","RNU6-642P"
"18803","ENSG00000200033.1","ENSG00000200033","RNU6-403P"
"18804","ENSG00000200034.1","ENSG00000200034","RNU4-73P"
"18805","ENSG00000200036.1","ENSG00000200036","RNA5SP65"
"18806","ENSG00000200037.1","ENSG00000200037","ENSG00000200037.1"
"18807","ENSG00000200040.1","ENSG00000200040","ENSG00000200040.1"
"18808","ENSG00000200041.1","ENSG00000200041","ENSG00000200041.1"
"18809","ENSG00000200042.1","ENSG00000200042","ENSG00000200042.1"
"18810","ENSG00000200047.1","ENSG00000200047","RN7SKP115"
"18811","ENSG00000200048.1","ENSG00000200048","RNU6-812P"
"18812","ENSG00000200049.1","ENSG00000200049","ENSG00000200049.1"
"18813","ENSG00000200051.1","ENSG00000200051","ENSG00000200051.1"
"18814","ENSG00000200052.1","ENSG00000200052","ENSG00000200052.1"
"18815","ENSG00000200057.1","ENSG00000200057","RN7SKP63"
"18816","ENSG00000200058.1","ENSG00000200058","RNA5SP218"
"18817","ENSG00000200059.1","ENSG00000200059","ENSG00000200059.1"
"18818","ENSG00000200060.1","ENSG00000200060","ENSG00000200060.1"
"18819","ENSG00000200062.1","ENSG00000200062","RNU4-58P"
"18820","ENSG00000200063.1","ENSG00000200063","ENSG00000200063.1"
"18821","ENSG00000200064.1","ENSG00000200064","RNY4P9"
"18822","ENSG00000200065.1","ENSG00000200065","ENSG00000200065.1"
"18823","ENSG00000200066.1","ENSG00000200066","ENSG00000200066.1"
"18824","ENSG00000200070.1","ENSG00000200070","RNU4-80P"
"18825","ENSG00000200072.1","ENSG00000200072","SNORD44"
"18826","ENSG00000200075.1","ENSG00000200075","ENSG00000200075.1"
"18827","ENSG00000200079.1","ENSG00000200079","RNA5SP326"
"18828","ENSG00000200084.1","ENSG00000200084","SNORD68"
"18829","ENSG00000200085.1","ENSG00000200085","ENSG00000200085.1"
"18830","ENSG00000200086.1","ENSG00000200086","RNU6-433P"
"18831","ENSG00000200087.1","ENSG00000200087","SNORA73B"
"18832","ENSG00000200089.1","ENSG00000200089","SNORD114-31"
"18833","ENSG00000200090.1","ENSG00000200090","ENSG00000200090.1"
"18834","ENSG00000200091.1","ENSG00000200091","RN7SKP163"
"18835","ENSG00000200095.1","ENSG00000200095","RNU6-181P"
"18836","ENSG00000200097.1","ENSG00000200097","RNU6-1167P"
"18837","ENSG00000200101.1","ENSG00000200101","RNU6-508P"
"18838","ENSG00000200102.1","ENSG00000200102","RNU6-252P"
"18839","ENSG00000200105.1","ENSG00000200105","RNU6-251P"
"18840","ENSG00000200106.1","ENSG00000200106","RNU6-984P"
"18841","ENSG00000200107.1","ENSG00000200107","RNU6-1249P"
"18842","ENSG00000200108.1","ENSG00000200108","RNU6-774P"
"18843","ENSG00000200112.1","ENSG00000200112","ENSG00000200112.1"
"18844","ENSG00000200113.1","ENSG00000200113","ENSG00000200113.1"
"18845","ENSG00000200114.1","ENSG00000200114","RNA5SP123"
"18846","ENSG00000200115.1","ENSG00000200115","ENSG00000200115.1"
"18847","ENSG00000200118.1","ENSG00000200118","ENSG00000200118.1"
"18848","ENSG00000200120.1","ENSG00000200120","ENSG00000200120.1"
"18849","ENSG00000200121.1","ENSG00000200121","ENSG00000200121.1"
"18850","ENSG00000200127.1","ENSG00000200127","ENSG00000200127.1"
"18851","ENSG00000200130.1","ENSG00000200130","ENSG00000200130.1"
"18852","ENSG00000200131.1","ENSG00000200131","RN7SKP77"
"18853","ENSG00000200132.1","ENSG00000200132","RNU6-1021P"
"18854","ENSG00000200135.1","ENSG00000200135","ENSG00000200135.1"
"18855","ENSG00000200138.1","ENSG00000200138","RNY1P10"
"18856","ENSG00000200139.1","ENSG00000200139","RNU6-778P"
"18857","ENSG00000200141.1","ENSG00000200141","ENSG00000200141.1"
"18858","ENSG00000200142.1","ENSG00000200142","ENSG00000200142.1"
"18859","ENSG00000200146.1","ENSG00000200146","RNU6-544P"
"18860","ENSG00000200150.1","ENSG00000200150","ENSG00000200150.1"
"18861","ENSG00000200151.1","ENSG00000200151","RN7SKP231"
"18862","ENSG00000200152.1","ENSG00000200152","RNU6-216P"
"18863","ENSG00000200153.1","ENSG00000200153","RNU6-23P"
"18864","ENSG00000200154.1","ENSG00000200154","ENSG00000200154.1"
"18865","ENSG00000200156.1","ENSG00000200156","RNU5B-1"
"18866","ENSG00000200161.1","ENSG00000200161","RN7SKP145"
"18867","ENSG00000200162.1","ENSG00000200162","ENSG00000200162.1"
"18868","ENSG00000200163.1","ENSG00000200163","SNORD115-18"
"18869","ENSG00000200164.1","ENSG00000200164","ENSG00000200164.1"
"18870","ENSG00000200168.1","ENSG00000200168","RNA5SP350"
"18871","ENSG00000200169.1","ENSG00000200169","RNU5D-1"
"18872","ENSG00000200170.1","ENSG00000200170","ENSG00000200170.1"
"18873","ENSG00000200171.1","ENSG00000200171","ENSG00000200171.1"
"18874","ENSG00000200174.1","ENSG00000200174","ENSG00000200174.1"
"18875","ENSG00000200175.1","ENSG00000200175","RNU6-1309P"
"18876","ENSG00000200176.1","ENSG00000200176","RNU1-19P"
"18877","ENSG00000200179.1","ENSG00000200179","ENSG00000200179.1"
"18878","ENSG00000200181.1","ENSG00000200181","ENSG00000200181.1"
"18879","ENSG00000200183.1","ENSG00000200183","RNU6-238P"
"18880","ENSG00000200184.1","ENSG00000200184","RNU1-20P"
"18881","ENSG00000200189.1","ENSG00000200189","RNU6-832P"
"18882","ENSG00000200191.1","ENSG00000200191","ENSG00000200191.1"
"18883","ENSG00000200197.1","ENSG00000200197","RNU1-21P"
"18884","ENSG00000200198.1","ENSG00000200198","RN7SKP211"
"18885","ENSG00000200201.1","ENSG00000200201","ENSG00000200201.1"
"18886","ENSG00000200204.1","ENSG00000200204","RNU1-22P"
"18887","ENSG00000200206.1","ENSG00000200206","SNORD74"
"18888","ENSG00000200208.1","ENSG00000200208","ENSG00000200208.1"
"18889","ENSG00000200209.1","ENSG00000200209","ENSG00000200209.1"
"18890","ENSG00000200211.1","ENSG00000200211","RNY4P27"
"18891","ENSG00000200213.1","ENSG00000200213","RNU6-992P"
"18892","ENSG00000200215.2","ENSG00000200215","SNORD113-6"
"18893","ENSG00000200216.1","ENSG00000200216","RNU6-745P"
"18894","ENSG00000200217.1","ENSG00000200217","RNU6-839P"
"18895","ENSG00000200218.1","ENSG00000200218","RNU6-697P"
"18896","ENSG00000200220.1","ENSG00000200220","RNU6-179P"
"18897","ENSG00000200222.1","ENSG00000200222","ENSG00000200222.1"
"18898","ENSG00000200224.1","ENSG00000200224","RNU6-626P"
"18899","ENSG00000200225.1","ENSG00000200225","RNA5SP382"
"18900","ENSG00000200227.1","ENSG00000200227","RNA5SP197"
"18901","ENSG00000200231.1","ENSG00000200231","RNU1-23P"
"18902","ENSG00000200235.1","ENSG00000200235","ENSG00000200235.1"
"18903","ENSG00000200237.1","ENSG00000200237","ENSG00000200237.1"
"18904","ENSG00000200238.1","ENSG00000200238","RNA5SP133"
"18905","ENSG00000200241.1","ENSG00000200241","ENSG00000200241.1"
"18906","ENSG00000200243.1","ENSG00000200243","RN7SKP79"
